,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_result
53758,9ab821f6684feba5c42a42a05c0a12a2,54,2,86.3,5,1,3,513,New customers
53860,9b019db873f6ac74abb726288163456d,251,2,24.75,3,1,1,311,About to sleep
53896,9b1f90e28bf45b08de446289465c8098,438,2,295.7,1,1,5,115,Hibernating
53940,9b43e2a62de9bab3ad220e858e95ccbc,458,6,83.0,1,4,3,143,At risk
53974,9b5d7caf52c127e2de0322f7974be49e,173,2,237.59,4,1,5,415,Promising
53998,9b6de7a8f933729d506499252e96e884,336,2,64.0,2,1,2,212,Hibernating
54013,9b827375ba57d2e979329d7a5c92685d,225,2,20.09,3,1,1,311,About to sleep
54025,9b8ce803689b3562defaad4613ef426f,473,2,102.03,1,1,3,113,Hibernating
54038,9b9adebba72d5785b4336e991ac4d847,90,2,58.94,5,1,2,512,New customers
54166,9bedb2b2aabcd702476cdaabaf178ab3,224,2,157.22,3,1,4,314,About to sleep
54198,9c0372af923228f1ddab62afe03e518a,263,4,46.09,3,2,1,321,About to sleep
54229,9c143681bb6198df327cb07118fb68c3,273,2,34.0,3,1,1,311,About to sleep
54245,9c1e1cb2f0d8c96ba81879c1c6c423e4,126,2,15.18,4,1,1,411,Promising
54276,9c2fb70bbdefbd722d175be10d59947c,229,2,86.02,3,1,3,313,About to sleep
54372,9c75150ccee7d27156bd4b0b05c828da,51,3,40.75,5,1,1,511,New customers
54399,9c83f88a3081af618beeb2761fcc0b00,406,2,53.0,2,1,2,212,Hibernating
54443,9ca8d3e162050ac6598654057255a86c,178,6,109.11,4,4,3,443,Loyal customers
54446,9caa332e9ac57ca2890311da96f7aa2a,482,3,235.3,1,1,5,115,Hibernating
54685,9d5624c559f9227e5c189106774bb567,119,3,149.3,4,1,4,414,Promising
54719,9d79311de78dda64fe8db1930ff825bc,63,2,19.89,5,1,1,511,New customers
54771,9d9e86f105e656addd887968baf094fa,475,2,120.30000000000001,1,1,4,114,Hibernating
54793,9daff53df6b6fdb6bf1ef391d9138f5f,134,2,22.290000000000003,4,1,1,411,Promising
54856,9ddcd7504deb234b14f0d44bb47de04f,445,2,96.35,1,1,3,113,Hibernating
54879,9deff18f168c804c9ef00f47ccb2f6c4,446,3,54.0,1,1,2,112,Hibernating
54913,9e08d3d12c8694671a52867c2b9bb224,53,2,119.78999999999999,5,1,4,514,New customers
54937,9e19d3afe473add7d527fab6da00dcf8,27,2,251.92000000000002,5,1,5,515,New customers
54967,9e2d77016a50dae38b5654991353ce5d,101,2,262.18,5,1,5,515,New customers
54981,9e371ab50c3942d37f30e64722e149b2,67,2,157.11,5,1,4,514,New customers
55041,9e6cae17256441213a833b1092984bf3,126,2,101.46000000000001,4,1,3,413,Promising
55061,9e77a8bef5c8d0d18d57eafa802300c8,354,3,215.82999999999998,2,1,5,215,Hibernating
55119,9ea3c1c432aa8be6b9c04d7fea7f66ed,98,2,41.13,5,1,1,511,New customers
55152,9eb3f461f599bef9a3d6ddcaf1a2716e,407,2,88.32,2,1,3,213,Hibernating
55157,9eb85dfb61032b308cd9dafec6fcb3ee,333,3,52.84,2,1,2,212,Hibernating
55187,9ec7a3fd9d3597aff2900e7a102f3653,198,3,55.11,4,1,2,412,Promising
55190,9ec979fd2f55c5949806b0cefd2a5e14,23,2,101.17,5,1,3,513,New customers
55255,9ef432eb6251297304e76186b10a928d,331,3,38.71,2,1,1,211,Hibernating
55302,9f15e1370b94ffa25930221dd6dc1061,477,2,104.28,1,1,3,113,Hibernating
55314,9f1ce9707ac4a64d4d9e99339fa0b08e,302,4,115.15,2,2,4,224,Hibernating
55324,9f26cf541e3e5cc2e1dafa5555cc78ba,186,2,154.49,4,1,4,414,Promising
55391,9f5d14a3c0a1ca30fb65b984c3123b69,273,2,60.18000000000001,3,1,2,312,About to sleep
55410,9f676b4421baed4cc735a7367a44957d,211,4,160.54000000000002,3,2,4,324,About to sleep
55469,9f8e8c99b0d702b71d105b8d922bc579,381,2,119.41,2,1,4,214,Hibernating
55481,9f9552abc310f12bcf37a6b8e3e8c4a8,495,2,76.06,1,1,2,112,Hibernating
55487,9f98e5589a2af1344b2ead14cf9c455f,168,2,89.85,4,1,3,413,Promising
55494,9fa02e8c25bc8840ce5d37fc672ca660,555,2,55.95,1,1,2,112,Hibernating
55505,9fa6f4d5caad5fb2dd00719fd4dfd2a1,108,2,319.97,5,1,5,515,New customers
55530,9fbe3fb7115be42fe9153ec901bb6386,314,2,128.2,2,1,4,214,Hibernating
55585,9fe82e319a983fcac6e5ea245687ea71,355,2,32.01,2,1,1,211,Hibernating
55613,9ffe618cd036e060e22d52b89ded9be4,198,2,77.66,4,1,3,413,Promising
55622,a002e1b6a0cfb5d00124f12ab2e90fac,243,2,78.28,3,1,3,313,About to sleep
55656,a0262fcf5f286681fc96c8d2b8396208,316,2,88.55000000000001,2,1,3,213,Hibernating
55670,a02f66c3af7b16eec19ddcd98b645fe3,332,3,27.68,2,1,1,211,Hibernating
55701,a04716671ee5940d3e3fa0c3fbc939da,470,4,102.03,1,2,3,123,Hibernating
55708,a04a7887c27bab7f6c73ee263840123a,148,2,70.27,4,1,2,412,Promising
55711,a04be466d26664aa21a464efca20a9a2,105,2,172.92000000000002,5,1,4,514,New customers
55815,a0984e8d6bd840b4a63a18fb2be49008,480,2,130.92,1,1,4,114,Hibernating
55819,a09aef99fd6e0230ce42e23c26e6d622,305,3,310.46,2,1,5,215,Hibernating
55862,a0b74b6766104f9ae731fe5750fb4f96,315,2,75.77,2,1,2,212,Hibernating
55867,a0ba455ec2854970e286ce33e4823416,215,2,47.870000000000005,3,1,1,311,About to sleep
55873,a0be389ce9a97ffe548099c7efa36746,26,2,149.28,5,1,4,514,New customers
55926,a0dbda9ba9675d8f5837d7d143314701,457,2,72.78,1,1,2,112,Hibernating
55929,a0de49e00efb2ecb7d47d0266b771319,74,2,46.29,5,1,1,511,New customers
55953,a0ef745a0553f2dc5b4d820405bb5f5a,448,2,366.6,1,1,5,115,Hibernating
56000,a11792b79fd20e5338e64d4f9b76cd22,70,2,60.39,5,1,2,512,New customers
56015,a12395fb1575b647da026ea4b4a1daf9,36,2,83.05,5,1,3,513,New customers
56027,a12a4605526298c7cff435218675868b,367,2,41.81,2,1,1,211,Hibernating
56043,a136ac4f4161fa13190fe9bb6f7402c4,275,2,66.1,3,1,2,312,About to sleep
56102,a1680f33769e6cac0b3ac233e00231ea,124,2,28.78,4,1,1,411,Promising
56140,a181f2c0ff9c02e25356c0b204fe2fbd,245,2,157.3,3,1,4,314,About to sleep
56171,a193aa8d905b8e2460a1f49e26caa4a9,197,6,35.54,4,4,1,441,Loyal customers
56180,a19b79f26e1ff801d669b33c167dc427,481,2,302.55,1,1,5,115,Hibernating
56244,a1c991feff10a10e9c9e4d0bad6fe1e9,317,2,264.62,2,1,5,215,Hibernating
56253,a1d1ecd237076de2d356d68e839faced,174,2,90.18,4,1,3,413,Promising
56461,a26c9bd12cc56cc86b48dbce2c886194,41,2,337.52,5,1,5,515,New customers
56478,a27aa9e97a539fa2a0fbb84e7bd256f7,277,2,136.6,3,1,4,314,About to sleep
56512,a2974d8cd432fd4330d54c8c9851be37,292,2,71.14,3,1,2,312,About to sleep
56514,a298207ad077c92315b887dac7e2c049,199,2,37.09,4,1,1,411,Promising
56540,a2afcfb0d0d3096573368c4dbe8af57e,194,8,35.0,4,5,1,451,Loyal customers
56599,a2e2a4d271cf0c0a0ecaf089c9f57a85,226,2,72.71000000000001,3,1,2,312,About to sleep
56600,a2e2d0962cced12845a782c6727a6919,217,3,127.17,3,1,4,314,About to sleep
56610,a2ee2b8e443d009d5198a5fcb673cab3,133,2,87.81,4,1,3,413,Promising
56630,a2fbc8249183dc8b3f3440a973718542,181,2,285.63,4,1,5,415,Promising
56634,a2fec579a2a42e83cc3779891266ce5a,62,3,136.04,5,1,4,514,New customers
56714,a33988fde632872a5c5458823b9c2d01,16,2,246.3,5,1,5,515,New customers
56881,a3b0c31efc374019ab3bec5af3a769eb,377,2,100.33,2,1,3,213,Hibernating
56899,a3bac6d9f128db48e46167f95d96c523,289,3,295.68,3,1,5,315,About to sleep
56911,a3c237000eebd71dab1ed23183d334bc,11,2,145.93,5,1,4,514,New customers
56919,a3c921454d55b0fa07f6231d862a13df,51,2,54.43,5,1,2,512,New customers
57092,a45263aab483c922ef8f82a89f86c4d5,349,2,162.27,2,1,4,214,Hibernating
57095,a453da7d729e434b71f6d69009f3fcf9,521,2,83.06,1,1,3,113,Hibernating
57112,a45bb6b2defa953b1e4025c6f40532a0,88,3,67.16,5,1,2,512,New customers
57143,a4719949ef03752ccecf6e958e4f5070,277,2,340.12,3,1,5,315,About to sleep
57223,a4a8a7eb8cab3c01aa0b137399f4ed51,254,2,70.75,3,1,2,312,About to sleep
57317,a4f2d6fe9525ae4f6e009bf77e622e49,405,2,66.78,2,1,2,212,Hibernating
57322,a4f79cbf59e901cebcf236354f947b64,561,2,292.73999999999995,1,1,5,115,Hibernating
57340,a5051052c4be00ce48877050cb00b70c,346,2,64.14,2,1,2,212,Hibernating
57343,a509c0faf10ecf2d74c38e3945b25496,589,8,61.46,1,5,2,152,Can't lose them
57417,a538ba874170048d43cc542f48007631,205,4,51.69,4,2,1,421,Potential loyalists
57429,a53fee4888ef7b6e6743bf4f9a0b1bd6,350,2,57.69,2,1,2,212,Hibernating
57455,a558da39c296c8bc9b70ba67e92430e0,190,2,59.6,4,1,2,412,Promising
57464,a55e569fba97d80bf37f54ed5d227977,291,2,42.769999999999996,3,1,1,311,About to sleep
57477,a5668d53c44bc380c43eb532779e0bf4,188,3,99.02000000000001,4,1,3,413,Promising
57484,a56944574643fc65a4c8753d9e0c37a7,93,3,162.97,5,1,4,514,New customers
57487,a56b03f5e6015f1a502b9810309b98b7,423,2,69.49000000000001,1,1,2,112,Hibernating
57583,a5accda9e28060c70a2607fd29ab4d59,468,2,153.09,1,1,4,114,Hibernating
57643,a5d4658c9339e6f25f8f2e7d9b5cbc24,533,2,369.74,1,1,5,115,Hibernating
57682,a5f4652eea211b3fcf3c2bf98d491e32,85,2,40.36,5,1,1,511,New customers
57700,a5fe7ca5fb58c324b70067c651d35c87,357,3,56.629999999999995,2,1,2,212,Hibernating
57747,a6197099b792b7e384d9b1a760b575a6,108,2,29.38,5,1,1,511,New customers
57754,a61ec25897f924b9f7b038b8bd2bf8d8,192,2,44.08,4,1,1,411,Promising
57809,a647ace45caaa650270d4684cb8831a3,338,2,206.87,2,1,5,215,Hibernating
57859,a6701673062c37eb53daa40b834d1aa7,46,2,87.58,5,1,3,513,New customers
57901,a692cee8697769980ec9fa9f5170fc11,347,2,71.14,2,1,2,212,Hibernating
58030,a6fb9a183a4cf39ac1e24653da0ec6bf,561,3,45.7,1,1,1,111,Hibernating
58032,a6fbea1bf9c455de2ba3f34d3564f5a7,235,2,26.77,3,1,1,311,About to sleep
58113,a736f51ad0f016c8bdaacb9f62024424,93,2,149.64999999999998,5,1,4,514,New customers
58114,a738e734d60f6c8e29a2e892b52d6ba3,206,3,64.14,3,1,2,312,About to sleep
58213,a78562d82bc91b39f93a7e43dc5122f2,48,2,257.44,5,1,5,515,New customers
58229,a790343ca6f3fee08112d678b43aa7c5,3,2,9.59,5,1,1,511,New customers
58274,a7aace19091346dc0e229e1c2b43e896,291,2,56.6,3,1,2,312,About to sleep
58277,a7ac1b6c1a757603893d9cd450380da7,561,2,396.73,1,1,5,115,Hibernating
58286,a7b21a6a3ce44761ce4955ab0ca3c99e,311,2,106.38,2,1,3,213,Hibernating
58350,a7d9c6298e865b9ba8cd7d5878ff8472,462,2,188.34,1,1,5,115,Hibernating
58353,a7daba5883cf6ca3236db2b589f66391,24,2,63.42,5,1,2,512,New customers
58359,a7de58749b09c1b70e10847d7f8a3986,556,2,378.61,1,1,5,115,Hibernating
58405,a7f913b5e7544ba3de6205e67ed196a6,529,2,134.61,1,1,4,114,Hibernating
58535,a85977bf6665a80347ed3e48860f79f5,152,5,113.16999999999999,4,3,3,433,Potential loyalists
58551,a86314eff3e69dc24f43d56010778157,357,5,62.17,2,3,2,232,At risk
58590,a884bd002c145c1aa0b57429e7ebbf2b,64,2,88.09,5,1,3,513,New customers
58595,a8869329ea9cdeb330f527d0aff165c1,374,2,140.73000000000002,2,1,4,214,Hibernating
58601,a88cee1715cb725d85cef9cf6fb25261,450,2,55.69,1,1,2,112,Hibernating
58607,a89239e65e47c570a0e6a5117afde4c1,148,2,56.94,4,1,2,412,Promising
58622,a89e35944706114deed6eae2e2996e88,308,2,51.69,2,1,1,211,Hibernating
58661,a8af0043cc88a245b8c0c8313d34e882,439,2,113.62,1,1,3,113,Hibernating
58672,a8b68ee0362dd1f3db60fd5145d113d1,470,2,134.4,1,1,4,114,Hibernating
58686,a8c0dfe9a2d3319db98a6b8a78395900,154,2,30.22,4,1,1,411,Promising
58699,a8cec3969083570cafc4751ba0e509c9,288,2,67.5,3,1,2,312,About to sleep
58747,a8e85fd5c346013715e2d92ad37bd3fe,204,2,134.59,4,1,4,414,Promising
58783,a8fb590bc25c544e61460926ab10a3c0,216,2,57.5,3,1,2,312,About to sleep
58825,a91aaf744244d91f36c917061c2568b0,229,2,100.0,3,1,3,313,About to sleep
58908,a956d76d8e64b5faf0097b250b72e713,435,2,94.17999999999999,1,1,3,113,Hibernating
58928,a965ff7f3b9b98b0543f4ef0fd1ed113,473,2,78.75,1,1,3,113,Hibernating
58942,a96bef626f62b1c5a027f808cd0e4198,398,2,49.09,2,1,1,211,Hibernating
59010,a99b2128d3db96e838381fe6042cdee6,145,8,622.08,4,5,5,455,Loyal customers
59054,a9c030c61db29a75dfd4a45d8907837b,304,2,75.96000000000001,2,1,2,212,Hibernating
59141,a9fd12387efd701b1cd170637315b773,522,2,30.86,1,1,1,111,Hibernating
59163,aa0e4697be6ef9ac1fe98b04ba32acca,189,4,103.14,4,2,3,423,Potential loyalists
59179,aa179ef3bea6245ec335cd5f2c65044c,310,2,255.66,2,1,5,215,Hibernating
59199,aa22c58b4ed191ded6f3a6c1661a6a12,266,2,136.3,3,1,4,314,About to sleep
59212,aa2e9d6a786f96aaab74743384293503,284,2,319.98,3,1,5,315,About to sleep
59306,aa7210736aad65a84e964cfa8d64aa66,153,2,141.9,4,1,4,414,Promising
59370,aaa558d0c007b22e0f16af83de54582c,316,3,33.09,2,1,1,211,Hibernating
59376,aaabb7e90313e89f16ee6e19b318629c,515,2,101.13,1,1,3,113,Hibernating
59426,aad247815d757e959d4a0d5e0dabefb3,91,2,83.82,5,1,3,513,New customers
59483,ab0275d64ab2e7e854269eed99e9412a,126,4,66.18,4,2,2,422,Potential loyalists
59508,ab1696e7c2c629e56ad0edc9daf39330,22,2,93.19,5,1,3,513,New customers
59534,ab2ad178fdd3930c37f3e12ea2a3495c,269,2,214.42000000000002,3,1,5,315,About to sleep
59548,ab3168bf3379c0043700ea484efc1f61,237,2,170.72000000000003,3,1,4,314,About to sleep
59682,ab8a0400a0f42a7f9c3ef0880576ecc5,201,2,157.34,4,1,4,414,Promising
59714,ab9bbbff9759ecceeebcbb363cb484ed,44,2,136.7,5,1,4,514,New customers
59768,abbee7adad3d81e236a63c8bd72f1277,378,2,61.8,2,1,2,212,Hibernating
59816,abdc586e0d5ff6eacd551805eb29149c,1,2,31.18,5,1,1,511,New customers
59825,abe671c39e0342ced2419a9348c6ab02,60,2,79.75,5,1,3,513,New customers
59846,abf82a5533cf7417c9b24f6697ec1d58,175,3,62.790000000000006,4,1,2,412,Promising
59859,ac04d20dee082dd5bbed0e9cba669006,163,2,80.58,4,1,3,413,Promising
59862,ac062697fc30d35bd5bd10d4e71095e8,3,4,211.58,5,2,5,525,Potential loyalists
59906,ac253a92ef58b7bcc1c1e775e6f79565,290,2,103.55,3,1,3,313,About to sleep
59914,ac2c4cb05aafb79b46c1b5e7e951bf69,282,2,342.02,3,1,5,315,About to sleep
59918,ac318397fb90e64c9a724a3fc61ef587,168,2,174.07,4,1,4,414,Promising
59924,ac372364db8936a92b3df2bd3b4b6cd8,228,2,247.76,3,1,5,315,About to sleep
59927,ac38ab1550dde747564ff2f7c70d8648,126,3,151.10000000000002,4,1,4,414,Promising
59933,ac3e01509ab5a9e7bb1bb344048ef81d,22,2,197.85,5,1,5,515,New customers
59935,ac3fbcb5772c50de636f614e8c6459a6,508,2,315.4,1,1,5,115,Hibernating
59988,ac5a1cbb563d2114e713fe982f58e819,27,3,73.77999999999999,5,1,2,512,New customers
59992,ac5baec50a0a561a000ed259814803cb,508,2,309.12,1,1,5,115,Hibernating
59997,ac5fff54784cd57c4f30e4e90639c8a3,204,6,69.17,4,4,2,442,Loyal customers
60018,ac708849f8add56b9c304bd26ffd4bee,87,5,117.96000000000001,5,3,4,534,Potential loyalists
60063,ac909d4d7eea34a00a8655edd9073c81,174,2,188.06,4,1,5,415,Promising
60081,ac99cdad0c5aed26a2c8caade867fe81,173,2,50.78,4,1,1,411,Promising
60095,ac9f15ac913deba60cf80a4dc82fccd3,42,2,53.269999999999996,5,1,2,512,New customers
60096,ac9f629ac1b9ac8a765332bcfaa0f99c,477,2,71.14,1,1,2,112,Hibernating
60186,acdc56c0f3c7be5919d08dc466b41e39,329,2,112.71,2,1,3,213,Hibernating
60260,ad0d3c49b144627644b8e067ddeaffb4,507,2,128.62,1,1,4,114,Hibernating
60265,ad1262041fde68e95b732a9e23cc9465,544,2,91.18,1,1,3,113,Hibernating
60378,ad63c8822d109e745e032497a5fffd68,469,4,51.75000000000001,1,2,1,121,Hibernating
60410,ad7a465c17f982816cdb4e6c5a71c58c,207,3,49.11,3,1,1,311,About to sleep
60464,ada97234c297d1fcdf68fc5d72f90808,243,2,67.5,3,1,2,312,About to sleep
60507,adc1b0d30fe2b52bde12fe806630d54f,501,2,47.46,1,1,1,111,Hibernating
60570,adece3d335689229657db410eba4da36,443,4,68.67,1,2,2,122,Hibernating
60588,adf8954ffb6abeb41d3ca91f01451710,231,3,62.59,3,1,2,312,About to sleep
60597,adfe737c33fa2f72bef49dc2d2e7b48a,71,2,46.2,5,1,1,511,New customers
60598,adfecba3f0ad769e4e73e28b71eaa2f5,462,2,105.28,1,1,3,113,Hibernating
60603,ae03be1de0a5e3323b419b57d40d712e,242,2,126.3,3,1,4,314,About to sleep
60639,ae1f2f01f136f0172bbceffa5d31613c,491,2,145.07,1,1,4,114,Hibernating
60641,ae1f942f94dc23319dbe330f38ff5c04,101,2,48.23,5,1,1,511,New customers
60671,ae3365d8ada0959db3ef7f3567112b78,362,2,192.66,2,1,5,215,Hibernating
60727,ae534112af536deb8446fb273796316d,523,2,35.519999999999996,1,1,1,111,Hibernating
60743,ae5ebdc6de8a5f0bb49b5a3cb50c661d,197,2,118.93,4,1,4,414,Promising
60745,ae6173b4c01a70a641f4929a88d0ab51,263,2,27.78,3,1,1,311,About to sleep
60781,ae78ac4ebb89e08c5e0423bcfa0b9cc2,505,3,82.57,1,1,3,113,Hibernating
60782,ae79842e6e74fffdd282a258b22a757b,228,3,524.08,3,1,5,315,About to sleep
60819,ae984c23bb0ed564ac206f2ec57f772a,189,2,152.57,4,1,4,414,Promising
60846,aea419ca36368e77678b20a1867481c7,445,2,101.92,1,1,3,113,Hibernating
60868,aeb580cdb23cf46633b27190611d7844,289,2,73.13,3,1,2,312,About to sleep
60872,aeba26a885fca6d1c3de0808d6ab999a,255,3,19.07,3,1,1,311,About to sleep
60881,aec38d4420cfbed169a7d1e2163a8154,275,2,50.98,3,1,1,311,About to sleep
60915,aed5986d52a71d75a13516849ed56c2e,19,3,37.36,5,1,1,511,New customers
60976,af046fdbbda4a307d96801ebe61482c4,177,2,112.2,4,1,3,413,Promising
61019,af2769f59e5cc245e96ecb03eba856e7,152,2,36.39,4,1,1,411,Promising
61099,af65b5fb2830e00789e56d7b30e86b63,411,3,55.05,2,1,2,212,Hibernating
61134,af7d5016eab3b7c8f3e6b4f23cabe253,292,2,68.89,3,1,2,312,About to sleep
61187,afa7211b120162071eca4c10ebf7d415,379,2,37.69,2,1,1,211,Hibernating
61221,afbfb235f3ea4986295c741b4d21ea32,277,2,29.75,3,1,1,311,About to sleep
61261,afdd96a697543b2f5503ec2ac4498377,254,2,37.78,3,1,1,311,About to sleep
61337,b00d29558feacdefd4faf0c317f10130,322,2,99.22,2,1,3,213,Hibernating
61404,b043505be4918bfce20906a28b3216ab,23,2,124.37,5,1,4,514,New customers
61417,b04bfe72a69c8f083149c400839c83dc,21,3,57.17999999999999,5,1,2,512,New customers
61422,b04f3618968faccdf40501b5798e66bc,277,2,75.16,3,1,2,312,About to sleep
61439,b05fb6222cb9c5d304e7982d27c3a379,337,2,55.09,2,1,2,212,Hibernating
61502,b085a8b42e927ed82dab09773753b1cb,434,2,29.29,1,1,1,111,Hibernating
61523,b08fac8c0f68c7bfed763fe5d78eb557,330,2,171.85,2,1,4,214,Hibernating
61608,b0cf86489356b4de18670fd11e6db7d1,303,4,203.51999999999998,2,2,5,225,Hibernating
61676,b102a52bc45edc1d739120e3f7c6f3b2,181,2,25.55,4,1,1,411,Promising
61677,b102dddafbe25810c949214bf625f425,224,3,253.79999999999995,3,1,5,315,About to sleep
61721,b118a3a9fe2e44ab444d2a473f84de63,453,5,111.89,1,3,3,133,At risk
61736,b125274701a8b2d9023dc70c2ba88b9f,495,2,252.89,1,1,5,115,Hibernating
61765,b13f6814a87e9fcc95db3980cbb7af42,341,2,135.86,2,1,4,214,Hibernating
61794,b153b497b39881176a662c8edd5c5671,245,2,48.71,3,1,1,311,About to sleep
61824,b168384955d47d20478b0a540d870068,219,2,63.27,3,1,2,312,About to sleep
61857,b1838d0d4345422a5a30e0d9251694b8,226,2,122.13,3,1,4,314,About to sleep
61864,b18a495aae75db67b4f99a58d5e2f272,274,2,44.1,3,1,1,311,About to sleep
61869,b19259d1e65e64d1ca6f6c16001634a7,533,2,23.86,1,1,1,111,Hibernating
61904,b1a6bcae800140def45ddd009ae295b9,406,2,150.16,2,1,4,214,Hibernating
62107,b246eeed30b362c09d867b9e598bee51,263,22,40.85,3,5,1,351,Loyal customers
62120,b24e99c21cef9de4ad6b940683949ce0,566,2,62.989999999999995,1,1,2,112,Hibernating
62189,b278d66d9d84790351ae0d243d957448,68,2,169.85,5,1,4,514,New customers
62209,b28cfa829bf591383854c3fe2bc809da,142,7,154.75,4,4,4,444,Loyal customers
62236,b29bbda363ff12ef560a07d075e3a82c,412,4,86.83,2,2,3,223,Hibernating
62251,b2a6600fd626ac2b80a6dd5f98223029,492,8,171.72,1,5,4,154,Can't lose them
62281,b2bccc82326a6f4bc22b66371c027d60,514,2,310.37,1,1,5,115,Hibernating
62302,b2ccf1076d543d3af4d19d19ed4eeb46,126,2,169.07,4,1,4,414,Promising
62315,b2d6048bb51a60ba0cfa8686ab18fb2e,367,3,22.1,2,1,1,211,Hibernating
62320,b2d8b9180d9d78f3325bac5912398a67,274,2,75.08,3,1,2,312,About to sleep
62323,b2db54577f76360c6fee00282c4fc10e,450,2,33.17,1,1,1,111,Hibernating
62327,b2debe4651838a3396be94a0471a5912,380,2,103.55000000000001,2,1,3,213,Hibernating
62438,b32fd4cf133d634bf41e5bbb7d09febb,39,2,183.8,5,1,5,515,New customers
62495,b36a279ac785c46a2207c976a283040b,29,4,63.01,5,2,2,522,Potential loyalists
62530,b37ea7f1b8461e3bd4e534a81f126f5a,43,2,92.73,5,1,3,513,New customers
62545,b388b2797830d21dcad966b748af7a9a,277,2,58.06999999999999,3,1,2,312,About to sleep
62559,b390fbcb0c905851f646e4434901847b,13,3,187.26,5,1,5,515,New customers
62593,b3aa19f75c5aaef3e8d56ec06ec8b4f4,30,2,68.71,5,1,2,512,New customers
62714,b404c626366430d37af24dd5512928c2,104,2,114.17,5,1,3,513,New customers
62732,b4102b1f4dd2766f109baaebb5a946e4,203,2,383.95,4,1,5,415,Promising
62778,b430789bfe8fd6a8ce1be69cd5cc35de,581,2,160.42000000000002,1,1,4,114,Hibernating
62798,b43c7a46b9bb38b8d7a21f6c3da4bb59,523,2,126.37,1,1,4,114,Hibernating
62838,b454e9f53f74f6cfdc5d375477758c5f,291,2,257.24,3,1,5,315,About to sleep
62877,b470feced32581d9db37145350be0401,197,2,37.769999999999996,4,1,1,411,Promising
62900,b4839bd89fae37da872be9416381e165,274,3,151.3,3,1,4,314,About to sleep
62919,b492e0aaedfe4c3f2d1223ef22734c86,286,2,33.0,3,1,1,311,About to sleep
62940,b49c7b84bf888d069ddcc9c7d42c5efc,277,2,87.98,3,1,3,313,About to sleep
62945,b49e14478833d1c6657386586d0aa695,277,2,59.64,3,1,2,312,About to sleep
63044,b4eb3f1d026daac5c6876d4902bd4773,225,2,145.57,3,1,4,314,About to sleep
63045,b4eb4ca3fef464f5a8778c47da055604,27,2,73.31,5,1,2,512,New customers
63054,b4f0a4587f88d09521775a8b54b7f101,349,2,72.14,2,1,2,212,Hibernating
63113,b511725689f49bbfdf34541b28780926,261,2,472.94,3,1,5,315,About to sleep
63127,b51839b045d441da8da60ea3eee3a3e1,546,2,49.8,1,1,1,111,Hibernating
63162,b53116772c5f1961424999a7ff5d0002,104,2,98.0,5,1,3,513,New customers
63219,b55b2ee30245e129386c1777d67377cd,229,2,105.14,3,1,3,313,About to sleep
63243,b56d919e0493a7ddf684105e54a51c5e,219,2,139.61,3,1,4,314,About to sleep
63305,b5990e25b793341673f2a60fa8c5368b,277,2,58.61,3,1,2,312,About to sleep
63323,b5a6dbf7832c882c72222308a2ae44d9,93,6,73.96000000000001,5,4,2,542,Champions
63343,b5ba1551df04f16933845362a39a3b00,73,3,36.82,5,1,1,511,New customers
63378,b5d66b35344730fb340378ad6f4886fe,447,2,114.44999999999999,1,1,3,113,Hibernating
63385,b5d99b818c44b7029424de7ce9798440,261,2,73.15,3,1,2,312,About to sleep
63439,b5fbe4b143d1ca0c98e44f346c36b63b,43,2,45.21,5,1,1,511,New customers
63468,b61644c2fc96943d712a9f4a249234ce,34,2,205.42,5,1,5,515,New customers
63476,b619eb6a180984678e8c1165e6b3ea90,470,2,23.849999999999998,1,1,1,111,Hibernating
63523,b6396dd49ed131970c391e605925f13b,191,2,57.63,4,1,2,412,Promising
63552,b653b48ee092138291d39bc49f1632f2,233,2,88.75,3,1,3,313,About to sleep
63555,b6565c968890d3efd0d2f20aff2be983,184,2,35.089999999999996,4,1,1,411,Promising
63562,b65a67a6cb9f36ff9379fcc0c88cccb8,140,2,137.27,4,1,4,414,Promising
63584,b66747a019ea5e7f3ba5ce049592027a,71,2,79.61,5,1,3,513,New customers
63625,b686164fb97b8faf0c6acb1556838ed1,113,2,181.59,4,1,5,415,Promising
63635,b68b9ed711961eefc13abb843a2562ce,109,5,93.15,5,3,3,533,Potential loyalists
63721,b6cd2f3aa040216ee50c6d1347aff1a5,290,2,200.61,3,1,5,315,About to sleep
63723,b6cdf22de5558fa17709875a7780a4cf,84,2,56.900000000000006,5,1,2,512,New customers
63725,b6cfe37674486d5bc4037fd4e7bb5bd8,26,2,59.46,5,1,2,512,New customers
63734,b6d43bdf1d5537d9a1d9011e8044eac6,237,2,36.0,3,1,1,311,About to sleep
63763,b6eb6daeacac75cd1cc29c5f95a9f538,26,2,37.58,5,1,1,511,New customers
63778,b6f7351952c806b7362da8aea13998b1,286,9,33.989999999999995,3,5,1,351,Loyal customers
63790,b6ff5a99f18bc4da7753ab8659c829df,476,4,34.09,1,2,1,121,Hibernating
63798,b705b7bcb8909a7b65dd36a6c2653715,271,2,156.73000000000002,3,1,4,314,About to sleep
